"class","name","group_units","WT_1","WT_2","WT_3","WT_4","WT_5","WT_6","KO_1","KO_2","KO_3","KO_4","KO_5","KO_6","feature_id"
"DAG","DAG(12:0/18:2)","nmol/mg",0.000476835454344339,0.000512101982049413,0.000516404800728098,0.000463025427572955,0.000534142479243542,0.000423558893463781,0.000422564814995329,0.000475057778752386,0.000381214725006654,0.000449963946969335,0.000501634031992258,0.000443094016400126,"dag_12_0_18_2"
"DAG","DAG(14:1/16:0)","nmol/mg",0.0165107150768239,0.0150963157140394,0.0222709838551563,0.0104402021719479,0.0282467346431636,0.0136852384965049,0.0275446808652278,0.0288541171670271,0.0251932111831788,0.0281867657403659,0.0326325937517772,0.0298695965011589,"dag_14_1_16_0"
"DAG","DAG(15:0/18:1)","nmol/mg",0.026355248589002,0.016346999455855,0.0278245550163483,0.0135872293134131,0.0353175798600056,0.0155975754789318,0.0182439861749552,0.0213373507796216,0.0165959270716742,0.0199327961969472,0.0254851693703641,0.0222050402116037,"dag_15_0_18_1"
"DAG","DAG(16:0/20:4)","nmol/mg",0.0627824836872603,0.0620034506410689,0.0669291464713151,0.0555902228253591,0.0971225366218582,0.0573801413624426,0.0463585531060573,0.0543105748634242,0.0453163978031378,0.0515992976077469,0.0683403915412857,0.0666767074105983,"dag_16_0_20_4"
"DAG","DAG(16:1/22:6)","nmol/mg",0.0156371530161416,0.0144766518448576,0.0171412765999933,0.0091403267387363,0.0195540375646662,0.0122843545481839,0.0103223923446657,0.011590586895794,0.00990814737008075,0.0106405149963987,0.0154499595773441,0.0150325138603867,"dag_16_1_22_6"
"DAG","DAG(18:1/20:4)","nmol/mg",0.0624309349920314,0.0533761266094564,0.0632486311770582,0.0456729942792997,0.0797232140681231,0.0491719143560554,0.0392395621660398,0.042957116525817,0.0343092446184055,0.0421928938967248,0.0444138382081852,0.0438371543821748,"dag_18_1_20_4"
"DAG","DAG(18:1/22:6)","nmol/mg",0.0337673229938125,0.031713583849965,0.0386344998832841,0.0244543730031472,0.0388722348083286,0.0311468202449192,0.0146177262155538,0.0155947675955029,0.0130787326099978,0.0148075901270542,0.0181789669003171,0.0165636263799301,"dag_18_1_22_6"
"DAG","DAG(18:2/20:4)","nmol/mg",0.00444226670429065,0.00531224045731213,0.00574190751416493,0.00442149189994944,0.00629207464679907,0.00500081141195307,0.00368467904115296,0.0042681567105934,0.00290390357463163,0.00373811243062119,0.00458880289450786,0.00439063230702084,"dag_18_2_20_4"
"DAG","DAG(18:2/22:5)","nmol/mg",0.00186994086321243,0.00147836575833205,0.00201081836478522,0.00118577839225285,0.0026446165789352,0.00170274116390235,0.00088308825931551,0.000973965879687899,0.000679139906491972,0.000938807652888124,0.000997482483943787,0.00107902285555041,"dag_18_2_22_5"
"DAG","DAG(12:0/16:0)","nmol/mg",0.0209647782203189,0.0205328812256742,0.0259911883140481,0.0197267534166317,0.0220462392402132,0.0197593767976272,0.0264943197386522,0.0358310742377511,0.0251834122853657,0.0331303463449726,0.0423355658177504,0.0370446300991672,"dag_12_0_16_0"
"DAG","DAG(16:0/18:1)","nmol/mg",1.91780336680543,1.60744680691722,1.92768085258138,1.21446575727199,2.62594928158914,1.6058683736198,1.51327791903205,1.74737498811383,1.10889251632289,1.72263784921373,1.92912344948463,1.78537884989233,"dag_16_0_18_1"
"DAG","DAG(16:1/16:1)","nmol/mg",0.110732424298491,0.109541468033845,0.114265279945962,0.0797733739172455,0.130834862690613,0.0927448002010481,0.132019845585849,0.163156169983387,0.12556475063721,0.159269262464128,0.195533537390762,0.176877466738569,"dag_16_1_16_1"
"DAG","DAG(16:1/18:2)","nmol/mg",0.0272327105902014,0.0213783416455346,0.0279796588185018,0.0168173914619236,0.0274413043531689,0.0176900711056928,0.0261948472444752,0.0270035022283707,0.0250854839983935,0.0264239701820538,0.034319098551037,0.0299895262623465,"dag_16_1_18_2"
"DAG","DAG(18:1/20:3)","nmol/mg",0.0390217844030739,0.0356298086978346,0.0438988386485448,0.0280078779405702,0.0473781411595356,0.0239404040324365,0.0210258702983132,0.021041200116026,0.0165104668361047,0.0183576976646417,0.0225742642842067,0.0220562960472008,"dag_18_1_20_3"
"DAG","DAG(12:0/18:1)","nmol/mg",0.00704904764938093,0.00691983744913159,0.00723216874604834,0.00505079100336417,0.00830362722638121,0.00605456072103515,0.00979425982857225,0.00986322740583168,0.00866650834364678,0.00937757882335496,0.0108462884317356,0.0107246468164995,"dag_12_0_18_1"
"DAG","DAG(14:0/18:1)","nmol/mg",0.228279444493989,0.188088485395628,0.246767896363374,0.157574058578203,0.288842908559307,0.173199695629988,0.235171372440568,0.260924173934332,0.211890688869639,0.26073149974038,0.295716525813054,0.271138224627612,"dag_14_0_18_1"
"DAG","DAG(18:1/20:1)","nmol/mg",0.076038176125004,0.0697719601475122,0.0799868971307118,0.0676775217932526,0.0899684257714714,0.0693001826652411,0.0512369527058696,0.0617360783218126,0.0502467512302568,0.0556765735274335,0.0680375752363735,0.0626976872351496,"dag_18_1_20_1"
"DAG","DAG(18:1/22:5)","nmol/mg",0.0206835929673231,0.0203311426440594,0.0212674200854975,0.0125113531851797,0.0226778378947199,0.0139117653041071,0.00969497877896924,0.0107690824800421,0.00844513405499797,0.0101238877645638,0.013360541404274,0.0117498522036744,"dag_18_1_22_5"
"DAG","DAG(12:0/18:0)","nmol/mg",0.00385471428579617,0.00344340378193133,0.00394855989999481,0.00265960250289158,0.00405567662388161,0.00279311117725259,0.00355719567493345,0.00401063113119202,0.00332182727644752,0.00363070406920461,0.00453963057593794,0.00401579415927543,"dag_12_0_18_0"
"DAG","DAG(14:0/20:0)","nmol/mg",0.00801766226526579,0.00818553107487739,0.0105875276351962,0.00437068764633923,0.00904771536965913,0.00581734614206754,0.00651358985519273,0.00750695654750431,0.00544043616715009,0.00652600205861901,0.00868467610973368,0.00753588268433679,"dag_14_0_20_0"
"DAG","DAG(14:0/20:4)","nmol/mg",0.00512752307919669,0.00495818351279407,0.00591106657847629,0.00462280010239268,0.007822918407241,0.00480069627570434,0.00645302142819241,0.00684392816162337,0.00558084191527664,0.00634664276039552,0.00697998931693697,0.00690691439869091,"dag_14_0_20_4"
"DAG","DAG(15:0/18:2)","nmol/mg",0.00165941169375307,0.00157363808230532,0.00166671117341138,0.00140773480820314,0.00177332490641292,0.00146414561352975,0.00126543940449083,0.00132629628015925,0.00104545223407307,0.00126514103363617,0.00160538213740711,0.00146966015733471,"dag_15_0_18_2"
"DAG","DAG(16:0/16:0)","nmol/mg",0.812262923296012,0.706642412624696,0.868118782031037,0.532158677242823,0.845921165835119,0.579667576684434,0.699388248968839,0.856345396145987,0.61819910782192,0.723628716250838,0.924820910342578,0.914308294445356,"dag_16_0_16_0"
"DAG","DAG(16:0/16:1)","nmol/mg",0.7349931643414,0.607558732455466,0.99881070949738,0.56737169529119,1.03209920186483,0.58148651859915,1.00536942218888,1.07075189602393,0.987083126522353,1.04358976431875,1.33086080515125,1.09695435765663,"dag_16_0_16_1"
"DAG","DAG(16:0/18:3)","nmol/mg",0.00753438385305285,0.00741897624564181,0.0105426415513793,0.00691263064354935,0.0090446182755106,0.00654611994744026,0.00672635918352591,0.00724970943599786,0.00646787811920381,0.00678017385886229,0.00926923138656044,0.00916155835905627,"dag_16_0_18_3"
"DAG","DAG(16:0/22:6)","nmol/mg",0.0342912190932523,0.0305502431426903,0.0397742007876447,0.0286607876956483,0.0440899654106381,0.0300643010970718,0.0201517320381264,0.0250179068706206,0.0200096667672953,0.0241112747858504,0.0252753789718042,0.0251011327662382,"dag_16_0_22_6"
"DAG","DAG(16:1/18:3)","nmol/mg",0.0025933764072885,0.00221523759236753,0.0033434934834466,0.00189111823097001,0.00294545847601897,0.00189323236036981,0.00307891794504466,0.00295988957766321,0.00268972467689515,0.00290721255722647,0.00369679007417871,0.00318128566654766,"dag_16_1_18_3"
"DAG","DAG(18:0/18:3)","nmol/mg",0.00242266743110911,0.00203345293443909,0.00288599634190289,0.0018789972198846,0.00310678789710091,0.00197553978503152,0.00211492265864733,0.00226018713151291,0.00189423592100002,0.00191671014002503,0.00253014091712082,0.00231644874365721,"dag_18_0_18_3"
"DAG","DAG(14:0/18:2)","nmol/mg",0.0129457099040706,0.0112645018857678,0.014049120147173,0.0106679693315644,0.0134081391631837,0.0112214080970914,0.0116987148011138,0.0132618365330738,0.0105377224774723,0.0126948280939902,0.015768885985454,0.0145600925535796,"dag_14_0_18_2"
"DAG","DAG(16:1/18:0)","nmol/mg",0.159489588224017,0.148020599786645,0.161155846775737,0.130325742212762,0.177972794114688,0.132640685351727,0.158054898217824,0.1613760034946,0.15613844629976,0.16168063794469,0.201756058346865,0.184951546369612,"dag_16_1_18_0"
"DAG","DAG(16:1/18:1)","nmol/mg",0.486722478654106,0.387322350711175,0.494620768498873,0.372576163713443,0.573787715258428,0.378073617626305,0.549464928091606,0.709178975816012,0.509954601110748,0.553996491187773,0.74851357868332,0.732006535399508,"dag_16_1_18_1"
"DAG","DAG(16:1/20:2)","nmol/mg",0.00570757200391908,0.00557138771958933,0.00722289594622284,0.00512371997721758,0.0068614868197173,0.00542027812290205,0.00459992650661074,0.00451896367767118,0.00411279111545822,0.0049378213697577,0.00553678041881334,0.0054599422653876,"dag_16_1_20_2"
"DAG","DAG(18:2/20:3)","nmol/mg",0.00331563852925879,0.00298015296643224,0.00365170592642094,0.00274747575002446,0.00362582728506952,0.00268419032495793,0.00204787052337667,0.00239849559718955,0.00170141256214417,0.00222439724638976,0.00249122169679683,0.0024562376247642,"dag_18_2_20_3"
"DAG","DAG(18:2/22:4)","nmol/mg",0.00200488602978256,0.00167631957746487,0.00203226564515412,0.00153125973840772,0.00210182526571265,0.00117466281076287,0.00115345613355384,0.00134384545392868,0.00109186670021683,0.00128825502037609,0.00140448645785148,0.00139845727955755,"dag_18_2_22_4"
"DAG","DAG(14:0/16:0)","nmol/mg",0.518969384769458,0.4972456353743,0.761525525736487,0.434943607911172,0.658449394828651,0.445801622793899,0.438280041686695,0.577368912973103,0.425608273837583,0.457038825696933,0.65008833495085,0.588206359760286,"dag_14_0_16_0"
"DAG","DAG(14:0/18:3)","nmol/mg",0.00109973167406033,0.00108076494647927,0.00113705979251247,0.000914057773667244,0.00138267822358253,0.00103825434331282,0.00110134033081688,0.00103466186979305,0.00101056815843743,0.00107333906977468,0.00170596770538136,0.00128750154409368,"dag_14_0_18_3"
"DAG","DAG(14:1/18:1)","nmol/mg",0.014188101819786,0.0130674167703076,0.0150619910897157,0.00956348840312874,0.0164758294638867,0.0129969275767912,0.0184708283704062,0.0211187631452573,0.0163229301990961,0.0205255234937918,0.0232726220502936,0.0213257836638162,"dag_14_1_18_1"
"DAG","DAG(16:0/22:5)","nmol/mg",0.0330842599645612,0.0301383759800031,0.0389930662884548,0.024743041301547,0.0418490546689032,0.0298563818064323,0.0204364066214858,0.0223517106855841,0.0193780503952289,0.0208049247222266,0.0249486803313148,0.024245561543402,"dag_16_0_22_5"
"DAG","DAG(18:1/20:2)","nmol/mg",0.0137233549735393,0.0137067345982108,0.0139504557330526,0.0123715236236745,0.0172149029540683,0.0127233972567882,0.00731051453026855,0.00887202105659828,0.00702734493951185,0.00839074273047815,0.0110072811681384,0.009171031528089,"dag_18_1_20_2"
"DAG","DAG(14:0/16:1)","nmol/mg",0.136916454439709,0.123489010885883,0.14453442308639,0.0754164681729635,0.147058271071908,0.109448533357199,0.163708486910518,0.193198311346408,0.152094652212788,0.189306403344667,0.243734382867318,0.218908220326329,"dag_14_0_16_1"
"DAG","DAG(14:0/22:6)","nmol/mg",0.00460788842627272,0.0045209402244324,0.00499275277499596,0.00292474108463878,0.00553437256175268,0.00338336972871432,0.00401068915658879,0.00510212690699117,0.00334346862165386,0.00433343140374718,0.00532925022388877,0.00521441054988301,"dag_14_0_22_6"
"DAG","DAG(16:0/18:0)","nmol/mg",0.22392410601823,0.221048841951437,0.244561455456648,0.178940760359641,0.233740393028352,0.158429459110171,0.179700612359978,0.182912511064804,0.170545447642602,0.181103878678416,0.217122045822134,0.20287043639769,"dag_16_0_18_0"
"DAG","DAG(16:0/20:3)","nmol/mg",0.0532122346917989,0.0499253420202724,0.0591037249092346,0.034813200006781,0.0718903300702413,0.0469578591226576,0.0332873014528351,0.0374082947202296,0.0292188328171767,0.0356454458460146,0.0472582860703105,0.0376574079502727,"dag_16_0_20_3"
"DAG","DAG(16:0/20:5)","nmol/mg",0.00945728672178533,0.00894082894828205,0.0124437584825654,0.00780791451952847,0.0102308371166154,0.00850825234206034,0.00420555021386463,0.00561906653371283,0.00410837716994301,0.00487338865359972,0.00998834409449099,0.00642090013906823,"dag_16_0_20_5"
"DAG","DAG(16:1/20:0)","nmol/mg",0.0217966493893289,0.0150285881740896,0.0288918884145691,0.014482239858347,0.0243931583548724,0.0149804107796737,0.0131895134116315,0.0152062919058499,0.0131767407274861,0.0154957093883846,0.0196781211598241,0.0156482447313182,"dag_16_1_20_0"
"DAG","DAG(18:0/18:1)","nmol/mg",0.292583446777538,0.263062911261922,0.324420868474908,0.242712648836849,0.341439127208778,0.262276811234984,0.316404346318347,0.32061224518566,0.267183529027473,0.342120276366341,0.420521072890283,0.363785545738947,"dag_18_0_18_1"
"DAG","DAG(18:2/20:5)","nmol/mg",0.000656599337034656,0.000605434912757728,0.00077592904402041,0.000577348269971235,0.000794436799025697,0.000655419725349895,0.000278921607413542,0.000351016648234105,0.000205064346796767,0.000191408572312989,0.000393662448049045,0.000374979750095035,"dag_18_2_20_5"
"DAG","DAG(18:2/22:6)","nmol/mg",0.00397022489036702,0.00354680078342809,0.00405605833746339,0.00265309190536348,0.00419072168761914,0.00268453431015745,0.00134333111798226,0.00144698012909281,0.00121706304217484,0.00142770933285524,0.00193976913368426,0.00154820172897812,"dag_18_2_22_6"
"DCER","DCER(20:0)","nmol/mg",0.00546986045124088,0.00579459320997595,0.00687014577602658,0.00453697938781759,0.00684148126926094,0.00539026744507299,0.00542784028380974,0.00615981772440813,0.00542579307961214,0.00587478017396219,0.00867602953623169,0.00749152253655784,"dcer_20_0"
"DCER","DCER(26:1)","nmol/mg",0.00882910459979346,0.00912884770300188,0.00978582618155547,0.00667600721516959,0.0128214477456799,0.00838114283257105,0.0092657096267261,0.00933017694825891,0.00905371787130372,0.00917179746980945,0.0128955760062798,0.0102910441943591,"dcer_26_1"
"DCER","DCER(18:0)","nmol/mg",0.0038384181079391,0.00346244349944332,0.00522658222811641,0.00264353018904636,0.00456917141908524,0.00292085775565642,0.00298264852476519,0.00338094231837785,0.00178219043577135,0.00249909957042284,0.00453502409115555,0.00332970641546441,"dcer_18_0"
"DCER","DCER(22:0)","nmol/mg",0.0185739194619409,0.0188668023550169,0.0189275609560846,0.00884534488379853,0.0191065142904102,0.0147766204627452,0.0144273310930542,0.0171289008206637,0.0143921266863137,0.0150937030730614,0.023001898746192,0.0205442290695227,"dcer_22_0"
